Course,Term_Offered,Campus
EDST6952,Term 2 2019,"Main Campus, Kensington"
EDST6953,Term 2 2019,"Main Campus, Kensington"
EDST6954,Term 2 2019,"Main Campus, Kensington"
EDST6955,Term 2 2019,"Main Campus, Kensington"
EDST6956,Term 2 2019,"Main Campus, Kensington"
EDST6957,Term 2 2019,"Main Campus, Kensington"
EDST7954,Term 2 2019,"Main Campus, Kensington"
EDST8301,Term 2 2019,"Main Campus, Kensington"
EDST8302,Term 2 2019,"Main Campus, Kensington"
EDST0306,Term 3 2019,"Main Campus, Kensington"
EDST0506,Term 3 2019,"Main Campus, Kensington"
EDST1101,Term 3 2019,"Main Campus, Kensington"
EDST2002,Term 3 2019,"Main Campus, Kensington"
EDST2070,Term 3 2019,"Main Campus, Kensington"
EDST4080,Term 3 2019,"Main Campus, Kensington"
EDST4501,Term 3 2019,"Main Campus, Kensington"
EDST4502,Term 3 2019,"Main Campus, Kensington"
EDST4503,Term 3 2019,"Main Campus, Kensington"
EDST4504,Term 3 2019,"Main Campus, Kensington"
EDST4505,Term 3 2019,"Main Campus, Kensington"
EDST4506,Term 3 2019,"Main Campus, Kensington"
EDST4507,Term 3 2019,"Main Campus, Kensington"
EDST5031,Term 3 2019,"Main Campus, Kensington"
EDST5106,Term 3 2019,"Main Campus, Kensington"
EDST5111,Term 3 2019,"Main Campus, Kensington"
EDST5115,Term 3 2019,"Main Campus, Kensington"
EDST5116,Term 3 2019,"Main Campus, Kensington"
EDST5118,Term 3 2019,"Main Campus, Kensington"
EDST5120,Term 3 2019,"Main Campus, Kensington"
EDST5121,Term 3 2019,"Main Campus, Kensington"
EDST5122,Term 3 2019,"Main Campus, Kensington"
EDST5139,Term 3 2019,"Main Campus, Kensington"
EDST5142,Term 3 2019,"Main Campus, Kensington"
EDST5145,Term 3 2019,"Main Campus, Kensington"
EDST5147,Term 3 2019,"Main Campus, Kensington"
EDST5303,Term 3 2019,"Main Campus, Kensington"
EDST5314,Term 3 2019,"Main Campus, Kensington"
EDST5325,Term 3 2019,"Main Campus, Kensington"
EDST5433,Term 3 2019,"Main Campus, Kensington"
EDST5441,Term 3 2019,"Main Campus, Kensington"
EDST5442,Term 3 2019,"Main Campus, Kensington"
EDST5451,Term 3 2019,"Main Campus, Kensington"
EDST5457,Term 3 2019,"Main Campus, Kensington"
EDST5460,Term 3 2019,"Main Campus, Kensington"
EDST5802,Term 3 2019,"Main Campus, Kensington"
EDST5808,Term 3 2019,"Main Campus, Kensington"
EDST5888,Term 3 2019,"Main Campus, Kensington"
EDST6760,Term 3 2019,"Main Campus, Kensington"
EDST6765,Term 3 2019,"Main Campus, Kensington"
EDST6780,Term 3 2019,"Main Campus, Kensington"
EDST6782,Term 3 2019,"Main Campus, Kensington"
EDST6785,Term 3 2019,"Main Campus, Kensington"
EDST6786,Term 3 2019,"Main Campus, Kensington"
EDST6901,Term 3 2019,"Main Campus, Kensington"
EDST6911,Term 3 2019,"Main Campus, Kensington"
EDST7954,Term 3 2019,"Main Campus, Kensington"
EDST8301,Term 3 2019,"Main Campus, Kensington"
EDST8302,Term 3 2019,"Main Campus, Kensington"
ELEC1111,Term 1 2019,"Main Campus, Kensington"
ELEC2117,Term 1 2019,"Main Campus, Kensington"
ELEC2134,Term 1 2019,"Main Campus, Kensington"
ELEC2141,Term 1 2019,"Main Campus, Kensington"
ELEC3104,Term 1 2019,"Main Campus, Kensington"
ELEC3106,Term 1 2019,"Main Campus, Kensington"
ELEC3115,Term 1 2019,"Main Campus, Kensington"
ELEC4120,Term 1 2019,"Main Campus, Kensington"
ELEC4121,Term 1 2019,"Main Campus, Kensington"
ELEC4122,Term 1 2019,"Main Campus, Kensington"
ELEC4123,Term 1 2019,"Main Campus, Kensington"
ELEC4604,Term 1 2019,"Main Campus, Kensington"
ELEC4611,Term 1 2019,"Main Campus, Kensington"
ELEC4612,Term 1 2019,"Main Campus, Kensington"
ELEC4614,Term 1 2019,"Main Campus, Kensington"
ELEC4621,Term 1 2019,"Main Campus, Kensington"
ELEC4633,Term 1 2019,"Main Campus, Kensington"
ELEC4951,Term 1 2019,"Main Campus, Kensington"
ELEC9120,Term 1 2019,"Main Campus, Kensington"
ELEC9121,Term 1 2019,"Main Campus, Kensington"
ELEC9451,Term 1 2019,"Main Campus, Kensington"
ELEC9701,Term 1 2019,"Main Campus, Kensington"
ELEC9703,Term 1 2019,"Main Campus, Kensington"
ELEC9713,Term 1 2019,"Main Campus, Kensington"
ELEC9715,Term 1 2019,"Main Campus, Kensington"
ELEC9725,Term 1 2019,"Main Campus, Kensington"
ELEC9731,Term 1 2019,"Main Campus, Kensington"
ELEC9762,Term 1 2019,"Main Campus, Kensington"
ELEC9764,Term 1 2019,"Main Campus, Kensington"
ELEC9768,Term 1 2019,"Main Campus, Kensington"
ELEC9771,Term 1 2019,"Main Campus, Kensington"
ELEC9772,Term 1 2019,"Main Campus, Kensington"
ELEC9781,Term 1 2019,"Main Campus, Kensington"
ELEC9782,Term 1 2019,"Main Campus, Kensington"
ELEC9901,Term 1 2019,"Main Campus, Kensington"
ELEC9902,Term 1 2019,"Main Campus, Kensington"
ELEC2133,Term 2 2019,"Main Campus, Kensington"
ELEC2142,Term 2 2019,"Main Campus, Kensington"
ELEC3105,Term 2 2019,"Main Campus, Kensington"
ELEC3114,Term 2 2019,"Main Campus, Kensington"
ELEC3145,Term 2 2019,"Main Campus, Kensington"
ELEC4120,Term 2 2019,"Main Campus, Kensington"
ELEC4121,Term 2 2019,"Main Campus, Kensington"
ELEC4445,Term 2 2019,"Main Campus, Kensington"
ELEC4601,Term 2 2019,"Main Campus, Kensington"
ELEC4602,Term 2 2019,"Main Campus, Kensington"
ELEC4617,Term 2 2019,"Main Campus, Kensington"
ELEC4622,Term 2 2019,"Main Campus, Kensington"
ELEC4631,Term 2 2019,"Main Campus, Kensington"
ELEC4951,Term 2 2019,"Main Campus, Kensington"
ELEC4952,Term 2 2019,"Main Campus, Kensington"
ELEC4953,Term 2 2019,"Main Campus, Kensington"
ELEC9120,Term 2 2019,"Main Campus, Kensington"
ELEC9121,Term 2 2019,"Main Campus, Kensington"
ELEC9123,Term 2 2019,"Main Campus, Kensington"
ELEC9451,Term 2 2019,"Main Campus, Kensington"
ELEC9452,Term 2 2019,"Main Campus, Kensington"
ELEC9453,Term 2 2019,"Main Campus, Kensington"
ELEC9704,Term 2 2019,"Main Campus, Kensington"
ELEC9711,Term 2 2019,"Main Campus, Kensington"
ELEC9714,Term 2 2019,"Main Campus, Kensington"
ELEC9716,Term 2 2019,"Main Campus, Kensington"
ELEC9721,Term 2 2019,"Main Campus, Kensington"
ELEC9768,Term 2 2019,"Main Campus, Kensington"
ELEC9769,Term 2 2019,"Main Campus, Kensington"
ELEC9771,Term 2 2019,"Main Campus, Kensington"
ELEC9772,Term 2 2019,"Main Campus, Kensington"
ELEC9781,Term 2 2019,"Main Campus, Kensington"
ELEC9782,Term 2 2019,"Main Campus, Kensington"
ELEC9901,Term 2 2019,"Main Campus, Kensington"
ELEC9902,Term 2 2019,"Main Campus, Kensington"
ELEC0390,Term 3 2019,"Main Campus, Kensington"
ELEC1111,Term 3 2019,"Main Campus, Kensington"
ELEC2134,Term 3 2019,"Main Campus, Kensington"
ELEC2146,Term 3 2019,"Main Campus, Kensington"
ELEC3111,Term 3 2019,"Main Campus, Kensington"
ELEC3117,Term 3 2019,"Main Campus, Kensington"
ELEC3705,Term 3 2019,"Main Campus, Kensington"
ELEC4120,Term 3 2019,"Main Campus, Kensington"
ELEC4121,Term 3 2019,"Main Campus, Kensington"
ELEC4123,Term 3 2019,"Main Campus, Kensington"
ELEC4603,Term 3 2019,"Main Campus, Kensington"
ELEC4605,Term 3 2019,"Main Campus, Kensington"
ELEC4613,Term 3 2019,"Main Campus, Kensington"
ELEC4623,Term 3 2019,"Main Campus, Kensington"
ELEC4632,Term 3 2019,"Main Campus, Kensington"
ELEC4951,Term 3 2019,"Main Campus, Kensington"
ELEC4952,Term 3 2019,"Main Campus, Kensington"
ELEC4953,Term 3 2019,"Main Campus, Kensington"
ELEC9120,Term 3 2019,"Main Campus, Kensington"
ELEC9121,Term 3 2019,"Main Campus, Kensington"
ELEC9451,Term 3 2019,"Main Campus, Kensington"
ELEC9452,Term 3 2019,"Main Campus, Kensington"
ELEC9453,Term 3 2019,"Main Campus, Kensington"
ELEC9702,Term 3 2019,"Main Campus, Kensington"
ELEC9712,Term 3 2019,"Main Campus, Kensington"
ELEC9723,Term 3 2019,"Main Campus, Kensington"
ELEC9725,Term 3 2019,"Main Campus, Kensington"
ELEC9732,Term 3 2019,"Main Campus, Kensington"
ELEC9765,Term 3 2019,"Main Campus, Kensington"
ELEC9768,Term 3 2019,"Main Campus, Kensington"
ELEC9769,Term 3 2019,"Main Campus, Kensington"
ELEC9771,Term 3 2019,"Main Campus, Kensington"
ELEC9772,Term 3 2019,"Main Campus, Kensington"
ELEC9781,Term 3 2019,"Main Campus, Kensington"
ELEC9782,Term 3 2019,"Main Campus, Kensington"
ELEC9901,Term 3 2019,"Main Campus, Kensington"
ELEC9902,Term 3 2019,"Main Campus, Kensington"
ENGG4913,Summer Term 2019,"Main Campus, Kensington"
ENGG4999,Summer Term 2019,"Main Campus, Kensington"
ENGG1000,Term 1 2019,"Main Campus, Kensington"
ENGG1100,Term 1 2019,"Main Campus, Kensington"
ENGG1811,Term 1 2019,"Main Campus, Kensington"
ENGG2400,Term 1 2019,"Main Campus, Kensington"
ENGG2500,Term 1 2019,"Main Campus, Kensington"
ENGG4102,Term 1 2019,"Main Campus, Kensington"
ENGG4902,Term 1 2019,"Main Campus, Kensington"
ENGG4913,Term 1 2019,"Main Campus, Kensington"
ENGG4998,Term 1 2019,"Main Campus, Kensington"
ENGG4999,Term 1 2019,"Main Campus, Kensington"
ENGG9741,Term 1 2019,"Main Campus, Kensington"
ENGG0360,Term 2 2019,"Main Campus, Kensington"
ENGG1200,Term 2 2019,"Main Campus, Kensington"
ENGG1300,Term 2 2019,"Main Campus, Kensington"
ENGG1400,Term 2 2019,"Main Campus, Kensington"
ENGG1811,Term 2 2019,"Main Campus, Kensington"
ENGG3001,Term 2 2019,"Main Campus, Kensington"
ENGG4060,Term 2 2019,"Main Campus, Kensington"
ENGG4903,Term 2 2019,"Main Campus, Kensington"
ENGG4904,Term 2 2019,"Main Campus, Kensington"
ENGG4998,Term 2 2019,"Main Campus, Kensington"
ENGG4999,Term 2 2019,"Main Campus, Kensington"
ENGG9743,Term 2 2019,"Main Campus, Kensington"
ENGG9744,Term 2 2019,"Main Campus, Kensington"
ENGG0360,Term 3 2019,"Main Campus, Kensington"
ENGG1000,Term 3 2019,"Main Campus, Kensington"
ENGG1100,Term 3 2019,"Main Campus, Kensington"
ENGG1200,Term 3 2019,"Main Campus, Kensington"
ENGG1300,Term 3 2019,"Main Campus, Kensington"
ENGG1811,Term 3 2019,"Main Campus, Kensington"
ENGG2400,Term 3 2019,"Main Campus, Kensington"
ENGG2500,Term 3 2019,"Main Campus, Kensington"
ENGG4901,Term 3 2019,"Main Campus, Kensington"
ENGG4905,Term 3 2019,"Main Campus, Kensington"
ENGG4913,Term 3 2019,"Main Campus, Kensington"
ENGG4998,Term 3 2019,"Main Campus, Kensington"
ENGG4999,Term 3 2019,"Main Campus, Kensington"
ENGL8301,Term 1 2019,"Main Campus, Kensington"
ENGL8302,Term 1 2019,"Main Campus, Kensington"
ENGL8301,Term 2 2019,"Main Campus, Kensington"
ENGL8302,Term 2 2019,"Main Campus, Kensington"
ENGL8301,Term 3 2019,"Main Campus, Kensington"
ENGL8302,Term 3 2019,"Main Campus, Kensington"
ENVS0001,Term 1 2019,"Main Campus, Kensington"
ENVS0002,Term 1 2019,"Main Campus, Kensington"
ENVS0001,Term 2 2019,"Main Campus, Kensington"
ENVS0002,Term 2 2019,"Main Campus, Kensington"
ENVS0001,Term 3 2019,"Main Campus, Kensington"
ENVS0002,Term 3 2019,"Main Campus, Kensington"
EXCH7010,Summer Term 2019,"Main Campus, Kensington"
EXCH7020,Summer Term 2019,"Main Campus, Kensington"
EXCH7020,Summer Term 2019,"Main Campus, Kensington"
EXCH7054,Summer Term 2019,"Main Campus, Kensington"
EXCH7054,Summer Term 2019,"Main Campus, Kensington"
EXCH7060,Summer Term 2019,"Main Campus, Kensington"
EXCH7061,Summer Term 2019,"Main Campus, Kensington"
EXCH7003,Term 1 2019,"Main Campus, Kensington"
EXCH7004,Term 1 2019,"Main Campus, Kensington"
EXCH7006,Term 1 2019,"Main Campus, Kensington"
EXCH7010,Term 1 2019,"Main Campus, Kensington"
EXCH7010,Term 1 2019,"Main Campus, Kensington"
EXCH7012,Term 1 2019,"Main Campus, Kensington"
EXCH7013,Term 1 2019,"Main Campus, Kensington"
EXCH7014,Term 1 2019,"Main Campus, Kensington"
EXCH7015,Term 1 2019,"Main Campus, Kensington"
EXCH7016,Term 1 2019,"Main Campus, Kensington"
EXCH7020,Term 1 2019,"Main Campus, Kensington"
EXCH7020,Term 1 2019,"Main Campus, Kensington"
EXCH7054,Term 1 2019,"Main Campus, Kensington"
EXCH7054,Term 1 2019,"Main Campus, Kensington"
EXCH7060,Term 1 2019,"Main Campus, Kensington"
EXCH7061,Term 1 2019,"Main Campus, Kensington"
EXCH8001,Term 1 2019,"Main Campus, Kensington"
EXCH8002,Term 1 2019,"Main Campus, Kensington"
EXCH8003,Term 1 2019,"Main Campus, Kensington"
EXCH8004,Term 1 2019,"Main Campus, Kensington"
EXCH8005,Term 1 2019,"Main Campus, Kensington"
EXCH8006,Term 1 2019,"Main Campus, Kensington"
EXCH8010,Term 1 2019,"Main Campus, Kensington"
EXCH8011,Term 1 2019,"Main Campus, Kensington"
EXCH8012,Term 1 2019,"Main Campus, Kensington"
EXCH8013,Term 1 2019,"Main Campus, Kensington"
EXCH8014,Term 1 2019,"Main Campus, Kensington"
EXCH8015,Term 1 2019,"Main Campus, Kensington"
EXCH8016,Term 1 2019,"Main Campus, Kensington"
EXCH8021,Term 1 2019,"Main Campus, Kensington"
EXCH8022,Term 1 2019,"Main Campus, Kensington"
EXCH8024,Term 1 2019,"Main Campus, Kensington"
EXCH8025,Term 1 2019,"Main Campus, Kensington"
EXCH8034,Term 1 2019,"Main Campus, Kensington"
EXCH8035,Term 1 2019,"Main Campus, Kensington"
EXCH8091,Term 1 2019,"Main Campus, Kensington"
EXCH8092,Term 1 2019,"Main Campus, Kensington"
EXCH8093,Term 1 2019,"Main Campus, Kensington"
EXCH8094,Term 1 2019,"Main Campus, Kensington"
EXCH7010,Term 2 2019,"Main Campus, Kensington"
EXCH7010,Term 2 2019,"Main Campus, Kensington"
EXCH7020,Term 2 2019,"Main Campus, Kensington"
EXCH7020,Term 2 2019,"Main Campus, Kensington"
EXCH7054,Term 2 2019,"Main Campus, Kensington"
EXCH7054,Term 2 2019,"Main Campus, Kensington"
EXCH7092,Term 2 2019,"Main Campus, Kensington"
EXCH7093,Term 2 2019,"Main Campus, Kensington"
EXCH7094,Term 2 2019,"Main Campus, Kensington"
EXCH7095,Term 2 2019,"Main Campus, Kensington"
EXCH8021,Term 2 2019,"Main Campus, Kensington"
EXCH8022,Term 2 2019,"Main Campus, Kensington"
EXCH8023,Term 2 2019,"Main Campus, Kensington"
EXCH8024,Term 2 2019,"Main Campus, Kensington"
EXCH8025,Term 2 2019,"Main Campus, Kensington"
EXCH8026,Term 2 2019,"Main Campus, Kensington"
EXCH8028,Term 2 2019,"Main Campus, Kensington"
EXCH8034,Term 2 2019,"Main Campus, Kensington"
EXCH8035,Term 2 2019,"Main Campus, Kensington"
EXCH8091,Term 2 2019,"Main Campus, Kensington"
EXCH8092,Term 2 2019,"Main Campus, Kensington"
EXCH8093,Term 2 2019,"Main Campus, Kensington"
EXCH8094,Term 2 2019,"Main Campus, Kensington"
EXCH8095,Term 2 2019,"Main Campus, Kensington"
EXCH8096,Term 2 2019,"Main Campus, Kensington"
EXCH8098,Term 2 2019,"Main Campus, Kensington"
EXCH7010,Term 3 2019,"Main Campus, Kensington"
EXCH7020,Term 3 2019,"Main Campus, Kensington"
EXCH7054,Term 3 2019,"Main Campus, Kensington"
EXCH7054,Term 3 2019,"Main Campus, Kensington"
EXCH8011,Term 3 2019,"Main Campus, Kensington"
EXCH8012,Term 3 2019,"Main Campus, Kensington"
EXCH8014,Term 3 2019,"Main Campus, Kensington"
EXCH8015,Term 3 2019,"Main Campus, Kensington"
EXCH8018,Term 3 2019,"Main Campus, Kensington"
EXCH8021,Term 3 2019,"Main Campus, Kensington"
EXCH8024,Term 3 2019,"Main Campus, Kensington"
EXCH8025,Term 3 2019,"Main Campus, Kensington"
EXCH8027,Term 3 2019,"Main Campus, Kensington"
EXCH8034,Term 3 2019,"Main Campus, Kensington"
EXCH8035,Term 3 2019,"Main Campus, Kensington"
EXCH8091,Term 3 2019,"Main Campus, Kensington"
EXCH8093,Term 3 2019,"Main Campus, Kensington"
EXCH8098,Term 3 2019,"Main Campus, Kensington"
FINS1612,Summer Term 2019,"Main Campus, Kensington"
FINS1613,Summer Term 2019,"Main Campus, Kensington"
FINS2101,Summer Term 2019,"Main Campus, Kensington"
FINS2643,Summer Term 2019,"Main Campus, Kensington"
FINS3616,Summer Term 2019,"Main Campus, Kensington"
FINS3630,Summer Term 2019,"Main Campus, Kensington"
FINS3637,Summer Term 2019,"Main Campus, Kensington"
FINS5510,Summer Term 2019,"Main Campus, Kensington"
FINS5513,Summer Term 2019,"Main Campus, Kensington"
FINS5516,Summer Term 2019,"Main Campus, Kensington"
FINS5530,Summer Term 2019,"Main Campus, Kensington"
FINS5537,Summer Term 2019,"Main Campus, Kensington"
FINS1612,Term 1 2019,"Main Campus, Kensington"
FINS1613,Term 1 2019,"Main Campus, Kensington"
FINS2101,Term 1 2019,"Main Campus, Kensington"
FINS2624,Term 1 2019,"Main Campus, Kensington"
FINS2643,Term 1 2019,"Main Campus, Kensington"
FINS3202,Term 1 2019,"Main Campus, Kensington"
FINS3616,Term 1 2019,"Main Campus, Kensington"
FINS3623,Term 1 2019,"Main Campus, Kensington"
FINS3625,Term 1 2019,"Main Campus, Kensington"
FINS3630,Term 1 2019,"Main Campus, Kensington"
FINS3633,Term 1 2019,"Main Campus, Kensington"
FINS3635,Term 1 2019,"Main Campus, Kensington"
FINS3637,Term 1 2019,"Main Campus, Kensington"
FINS3640,Term 1 2019,"Main Campus, Kensington"
FINS3650,Term 1 2019,"Main Campus, Kensington"
FINS3655,Term 1 2019,"Main Campus, Kensington"
FINS3666,Term 1 2019,"Main Campus, Kensington"
FINS4776,Term 1 2019,"Main Campus, Kensington"
FINS4777,Term 1 2019,"Main Campus, Kensington"
FINS4779,Term 1 2019,"Main Campus, Kensington"
FINS4792,Term 1 2019,"Main Campus, Kensington"
FINS5000,Term 1 2019,"Main Campus, Kensington"
FINS5001,Term 1 2019,"Main Campus, Kensington"
FINS5510,Term 1 2019,"Main Campus, Kensington"
FINS5511,Term 1 2019,"Main Campus, Kensington"
FINS5512,Term 1 2019,"Main Campus, Kensington"
FINS5513,Term 1 2019,"Main Campus, Kensington"
FINS5514,Term 1 2019,"Main Campus, Kensington"
FINS5516,Term 1 2019,"Main Campus, Kensington"
FINS5523,Term 1 2019,"Main Campus, Kensington"
FINS5530,Term 1 2019,"Main Campus, Kensington"
FINS5533,Term 1 2019,"Main Campus, Kensington"
FINS5534,Term 1 2019,"Main Campus, Kensington"
FINS5535,Term 1 2019,"Main Campus, Kensington"
FINS5537,Term 1 2019,"Main Campus, Kensington"
FINS5538,Term 1 2019,"Main Campus, Kensington"
FINS5541,Term 1 2019,"Main Campus, Kensington"
FINS5542,Term 1 2019,"Main Campus, Kensington"
FINS5543,Term 1 2019,"Main Campus, Kensington"
FINS5555,Term 1 2019,"Main Campus, Kensington"
FINS5566,Term 1 2019,"Main Campus, Kensington"
FINS5576,Term 1 2019,"Main Campus, Kensington"
FINS5577,Term 1 2019,"Main Campus, Kensington"
FINS5579,Term 1 2019,"Main Campus, Kensington"
FINS5593,Term 1 2019,"Main Campus, Kensington"
FINS5594,Term 1 2019,"Main Campus, Kensington"
FINS5595,Term 1 2019,"Main Campus, Kensington"
FINS5596,Term 1 2019,"Main Campus, Kensington"
FINS6001,Term 1 2019,"Main Campus, Kensington"
FINS1613,Term 2 2019,"Main Campus, Kensington"
FINS2622,Term 2 2019,"Main Campus, Kensington"
FINS2624,Term 2 2019,"Main Campus, Kensington"
FINS3202,Term 2 2019,"Main Campus, Kensington"
FINS3303,Term 2 2019,"Main Campus, Kensington"
FINS3625,Term 2 2019,"Main Campus, Kensington"
FINS3626,Term 2 2019,"Main Campus, Kensington"
FINS3630,Term 2 2019,"Main Campus, Kensington"
FINS3635,Term 2 2019,"Main Campus, Kensington"
FINS3637,Term 2 2019,"Main Campus, Kensington"
FINS3639,Term 2 2019,"Main Campus, Kensington"
FINS3641,Term 2 2019,"Main Campus, Kensington"
FINS3648,Term 2 2019,"Main Campus, Kensington"
FINS3650,Term 2 2019,"Main Campus, Kensington"
FINS4774,Term 2 2019,"Main Campus, Kensington"
FINS5000,Term 2 2019,"Main Campus, Kensington"
FINS5001,Term 2 2019,"Main Campus, Kensington"
FINS5513,Term 2 2019,"Main Campus, Kensington"
FINS5514,Term 2 2019,"Main Campus, Kensington"
FINS5516,Term 2 2019,"Main Campus, Kensington"
FINS5517,Term 2 2019,"Main Campus, Kensington"
FINS5522,Term 2 2019,"Main Campus, Kensington"
FINS5526,Term 2 2019,"Main Campus, Kensington"
FINS5530,Term 2 2019,"Main Campus, Kensington"
FINS5531,Term 2 2019,"Main Campus, Kensington"
FINS5535,Term 2 2019,"Main Campus, Kensington"
FINS5536,Term 2 2019,"Main Campus, Kensington"
FINS5537,Term 2 2019,"Main Campus, Kensington"
FINS5538,Term 2 2019,"Main Campus, Kensington"
FINS5539,Term 2 2019,"Main Campus, Kensington"
FINS5542,Term 2 2019,"Main Campus, Kensington"
FINS5548,Term 2 2019,"Main Campus, Kensington"
FINS5550,Term 2 2019,"Main Campus, Kensington"
FINS5568,Term 2 2019,"Main Campus, Kensington"
FINS5579,Term 2 2019,"Main Campus, Kensington"
FINS5580,Term 2 2019,"Main Campus, Kensington"
FINS5591,Term 2 2019,"Main Campus, Kensington"
FINS5593,Term 2 2019,"Main Campus, Kensington"
FINS5594,Term 2 2019,"Main Campus, Kensington"
FINS6001,Term 2 2019,"Main Campus, Kensington"
FINS1612,Term 3 2019,"Main Campus, Kensington"
FINS1613,Term 3 2019,"Main Campus, Kensington"
FINS2624,Term 3 2019,"Main Campus, Kensington"
FINS2643,Term 3 2019,"Main Campus, Kensington"
FINS3303,Term 3 2019,"Main Campus, Kensington"
FINS3616,Term 3 2019,"Main Campus, Kensington"
FINS3623,Term 3 2019,"Main Campus, Kensington"
FINS3625,Term 3 2019,"Main Campus, Kensington"
FINS3630,Term 3 2019,"Main Campus, Kensington"
FINS3631,Term 3 2019,"Main Campus, Kensington"
FINS3636,Term 3 2019,"Main Campus, Kensington"
FINS3650,Term 3 2019,"Main Campus, Kensington"
FINS3655,Term 3 2019,"Main Campus, Kensington"
FINS3666,Term 3 2019,"Main Campus, Kensington"
FINS3775,Term 3 2019,"Main Campus, Kensington"
