Course,Term_Offered,Campus
PHYS9103,Term 2 2019,"Main Campus, Kensington"
PHYS9113,Term 2 2019,"Main Campus, Kensington"
PHYS9130,Term 2 2019,"Main Campus, Kensington"
PHYS9383,Term 2 2019,"Main Campus, Kensington"
PHYS9483,Term 2 2019,"Main Campus, Kensington"
PHYS9583,Term 2 2019,"Main Campus, Kensington"
PHYS9683,Term 2 2019,"Main Campus, Kensington"
PHYS9783,Term 2 2019,"Main Campus, Kensington"
PHYS9883,Term 2 2019,"Main Campus, Kensington"
PHYS1110,Term 3 2019,"Main Campus, Kensington"
PHYS1111,Term 3 2019,"Main Campus, Kensington"
PHYS1121,Term 3 2019,"Main Campus, Kensington"
PHYS1131,Term 3 2019,"Main Campus, Kensington"
PHYS1160,Term 3 2019,"Main Campus, Kensington"
PHYS1221,Term 3 2019,"Main Campus, Kensington"
PHYS1231,Term 3 2019,"Main Campus, Kensington"
PHYS3114,Term 3 2019,"Main Campus, Kensington"
PHYS3115,Term 3 2019,"Main Campus, Kensington"
PHYS3116,Term 3 2019,"Main Campus, Kensington"
PHYS3117,Term 3 2019,"Main Campus, Kensington"
PHYS4146,Term 3 2019,"Main Campus, Kensington"
PHYS4200,Term 3 2019,"Main Campus, Kensington"
PHYS4210,Term 3 2019,"Main Campus, Kensington"
PHYS5006,Term 3 2019,"Main Campus, Kensington"
PHYS5012,Term 3 2019,"Main Campus, Kensington"
PHYS5018,Term 3 2019,"Main Campus, Kensington"
PHYS9103,Term 3 2019,"Main Campus, Kensington"
PHYS9110,Term 3 2019,"Main Campus, Kensington"
PHYS9113,Term 3 2019,"Main Campus, Kensington"
PHYS9140,Term 3 2019,"Main Campus, Kensington"
PHYS9383,Term 3 2019,"Main Campus, Kensington"
PHYS9483,Term 3 2019,"Main Campus, Kensington"
PHYS9583,Term 3 2019,"Main Campus, Kensington"
PHYS9683,Term 3 2019,"Main Campus, Kensington"
PHYS9983,Term 3 2019,"Main Campus, Kensington"
PLAN0081,Summer Term 2019,"Main Campus, Kensington"
PLAN0082,Summer Term 2019,"Main Campus, Kensington"
PLAN4132,Summer Term 2019,"Main Campus, Kensington"
PLAN1001,Term 1 2019,"Main Campus, Kensington"
PLAN1003,Term 1 2019,"Main Campus, Kensington"
PLAN1004,Term 1 2019,"Main Campus, Kensington"
PLAN2001,Term 1 2019,"Main Campus, Kensington"
PLAN2002,Term 1 2019,"Main Campus, Kensington"
PLAN2003,Term 1 2019,"Main Campus, Kensington"
PLAN3001,Term 1 2019,"Main Campus, Kensington"
PLAN3002,Term 1 2019,"Main Campus, Kensington"
PLAN3003,Term 1 2019,"Main Campus, Kensington"
PLAN3004,Term 1 2019,"Main Campus, Kensington"
PLAN3005,Term 1 2019,"Main Campus, Kensington"
PLAN4001,Term 1 2019,"Main Campus, Kensington"
PLAN4002,Term 1 2019,"Main Campus, Kensington"
PLAN7145,Term 1 2019,"Main Campus, Kensington"
PLAN7146,Term 1 2019,"Main Campus, Kensington"
PLAN7147,Term 1 2019,"Main Campus, Kensington"
PLAN7149,Term 1 2019,"Main Campus, Kensington"
PLAN7156,Term 1 2019,"Main Campus, Kensington"
PLAN7157,Term 1 2019,"Main Campus, Kensington"
PLAN7330,Term 1 2019,"Main Campus, Kensington"
PLAN1002,Term 2 2019,"Main Campus, Kensington"
PLAN1007,Term 2 2019,"Main Campus, Kensington"
PLAN2004,Term 2 2019,"Main Campus, Kensington"
PLAN2005,Term 2 2019,"Main Campus, Kensington"
PLAN3001,Term 2 2019,"Main Campus, Kensington"
PLAN3002,Term 2 2019,"Main Campus, Kensington"
PLAN3003,Term 2 2019,"Main Campus, Kensington"
PLAN3004,Term 2 2019,"Main Campus, Kensington"
PLAN3005,Term 2 2019,"Main Campus, Kensington"
PLAN4001,Term 2 2019,"Main Campus, Kensington"
PLAN7140,Term 2 2019,"Main Campus, Kensington"
PLAN7141,Term 2 2019,"Main Campus, Kensington"
PLAN7144,Term 2 2019,"Main Campus, Kensington"
PLAN7148,Term 2 2019,"Main Campus, Kensington"
PLAN7157,Term 2 2019,"Main Campus, Kensington"
PLAN1005,Term 3 2019,"Main Campus, Kensington"
PLAN1006,Term 3 2019,"Main Campus, Kensington"
PLAN2006,Term 3 2019,"Main Campus, Kensington"
PLAN2007,Term 3 2019,"Main Campus, Kensington"
PLAN2122,Term 3 2019,"Main Campus, Kensington"
PLAN4003,Term 3 2019,"Main Campus, Kensington"
PLAN7142,Term 3 2019,"Main Campus, Kensington"
PLAN7143,Term 3 2019,"Main Campus, Kensington"
PLAN7149,Term 3 2019,"Main Campus, Kensington"
PLAN7320,Term 3 2019,"Main Campus, Kensington"
PLAN7321,Term 3 2019,"Main Campus, Kensington"
PLAN7330,Term 3 2019,"Main Campus, Kensington"
POLS5100,Term 1 2019,"Main Campus, Kensington"
POLS5120,Term 1 2019,"Main Campus, Kensington"
POLS5129,Term 1 2019,"Main Campus, Kensington"
POLS5130,Term 1 2019,"Main Campus, Kensington"
POLS5132,Term 1 2019,"Main Campus, Kensington"
POLS5160,Term 1 2019,"Main Campus, Kensington"
POLS8301,Term 1 2019,"Main Campus, Kensington"
POLS8302,Term 1 2019,"Main Campus, Kensington"
POLS5100,Term 2 2019,"Main Campus, Kensington"
POLS5121,Term 2 2019,"Main Campus, Kensington"
POLS5125,Term 2 2019,"Main Campus, Kensington"
POLS5127,Term 2 2019,"Main Campus, Kensington"
POLS5131,Term 2 2019,"Main Campus, Kensington"
POLS8301,Term 2 2019,"Main Campus, Kensington"
POLS8302,Term 2 2019,"Main Campus, Kensington"
POLS5100,Term 3 2019,"Main Campus, Kensington"
POLS5102,Term 3 2019,"Main Campus, Kensington"
POLS5122,Term 3 2019,"Main Campus, Kensington"
POLS5161,Term 3 2019,"Main Campus, Kensington"
POLS8301,Term 3 2019,"Main Campus, Kensington"
POLS8302,Term 3 2019,"Main Campus, Kensington"
POLY3000,Term 2 2019,"Main Campus, Kensington"
PPEC1001,Term 1 2019,"Main Campus, Kensington"
PSCY9913,Term 1 2019,"Main Campus, Kensington"
PSCY9902,Term 2 2019,"Main Campus, Kensington"
PSCY9911,Term 2 2019,"Main Campus, Kensington"
PSCY9903,Term 3 2019,"Main Campus, Kensington"
PSCY9915,Term 3 2019,"Main Campus, Kensington"
PSYC1022,Summer Term 2019,"Main Campus, Kensington"
PSYC1024,Summer Term 2019,"Main Campus, Kensington"
PSYC1001,Term 1 2019,"Main Campus, Kensington"
PSYC1021,Term 1 2019,"Main Campus, Kensington"
PSYC1022,Term 1 2019,"Main Campus, Kensington"
PSYC1023,Term 1 2019,"Main Campus, Kensington"
PSYC1025,Term 1 2019,"Main Campus, Kensington"
PSYC1027,Term 1 2019,"Main Campus, Kensington"
PSYC1062,Term 1 2019,"Main Campus, Kensington"
PSYC2001,Term 1 2019,"Main Campus, Kensington"
PSYC2061,Term 1 2019,"Main Campus, Kensington"
PSYC3001,Term 1 2019,"Main Campus, Kensington"
PSYC3211,Term 1 2019,"Main Campus, Kensington"
PSYC3221,Term 1 2019,"Main Campus, Kensington"
PSYC3241,Term 1 2019,"Main Campus, Kensington"
PSYC3361,Term 1 2019,"Main Campus, Kensington"
PSYC4072,Term 1 2019,"Main Campus, Kensington"
PSYC4093,Term 1 2019,"Main Campus, Kensington"
PSYC7001,Term 1 2019,"Main Campus, Kensington"
PSYC7212,Term 1 2019,"Main Campus, Kensington"
PSYC7223,Term 1 2019,"Main Campus, Kensington"
PSYC7224,Term 1 2019,"Main Campus, Kensington"
PSYC7225,Term 1 2019,"Main Campus, Kensington"
PSYC7226,Term 1 2019,"Main Campus, Kensington"
PSYC7227,Term 1 2019,"Main Campus, Kensington"
PSYC7228,Term 1 2019,"Main Campus, Kensington"
PSYC7400,Term 1 2019,"Main Campus, Kensington"
PSYC7409,Term 1 2019,"Main Campus, Kensington"
PSYC7410,Term 1 2019,"Main Campus, Kensington"
PSYC7411,Term 1 2019,"Main Campus, Kensington"
PSYC7412,Term 1 2019,"Main Campus, Kensington"
PSYC7413,Term 1 2019,"Main Campus, Kensington"
PSYC7414,Term 1 2019,"Main Campus, Kensington"
PSYC7415,Term 1 2019,"Main Campus, Kensington"
PSYC8000,Term 1 2019,"Main Campus, Kensington"
PSYC8001,Term 1 2019,"Main Campus, Kensington"
PSYC1001,Term 2 2019,"Main Campus, Kensington"
PSYC1011,Term 2 2019,"Main Campus, Kensington"
PSYC1022,Term 2 2019,"Main Campus, Kensington"
PSYC1023,Term 2 2019,"Main Campus, Kensington"
PSYC1024,Term 2 2019,"Main Campus, Kensington"
PSYC1031,Term 2 2019,"Main Campus, Kensington"
PSYC2081,Term 2 2019,"Main Campus, Kensington"
PSYC3051,Term 2 2019,"Main Campus, Kensington"
PSYC3301,Term 2 2019,"Main Campus, Kensington"
PSYC3311,Term 2 2019,"Main Campus, Kensington"
PSYC3341,Term 2 2019,"Main Campus, Kensington"
PSYC3361,Term 2 2019,"Main Campus, Kensington"
PSYC4073,Term 2 2019,"Main Campus, Kensington"
PSYC4103,Term 2 2019,"Main Campus, Kensington"
PSYC7204,Term 2 2019,"Main Campus, Kensington"
PSYC7220,Term 2 2019,"Main Campus, Kensington"
PSYC7221,Term 2 2019,"Main Campus, Kensington"
PSYC7222,Term 2 2019,"Main Campus, Kensington"
PSYC7223,Term 2 2019,"Main Campus, Kensington"
PSYC7224,Term 2 2019,"Main Campus, Kensington"
PSYC7225,Term 2 2019,"Main Campus, Kensington"
PSYC7226,Term 2 2019,"Main Campus, Kensington"
PSYC7227,Term 2 2019,"Main Campus, Kensington"
PSYC7228,Term 2 2019,"Main Campus, Kensington"
PSYC7230,Term 2 2019,"Main Campus, Kensington"
PSYC7401,Term 2 2019,"Main Campus, Kensington"
PSYC7403,Term 2 2019,"Main Campus, Kensington"
PSYC7409,Term 2 2019,"Main Campus, Kensington"
PSYC7410,Term 2 2019,"Main Campus, Kensington"
PSYC7411,Term 2 2019,"Main Campus, Kensington"
PSYC7412,Term 2 2019,"Main Campus, Kensington"
PSYC7413,Term 2 2019,"Main Campus, Kensington"
PSYC7414,Term 2 2019,"Main Campus, Kensington"
PSYC7415,Term 2 2019,"Main Campus, Kensington"
PSYC8000,Term 2 2019,"Main Campus, Kensington"
PSYC8001,Term 2 2019,"Main Campus, Kensington"
PSYC1022,Term 3 2019,"Main Campus, Kensington"
PSYC1023,Term 3 2019,"Main Campus, Kensington"
PSYC1024,Term 3 2019,"Main Campus, Kensington"
PSYC1025,Term 3 2019,"Main Campus, Kensington"
PSYC1027,Term 3 2019,"Main Campus, Kensington"
PSYC1111,Term 3 2019,"Main Campus, Kensington"
PSYC2071,Term 3 2019,"Main Campus, Kensington"
PSYC2101,Term 3 2019,"Main Campus, Kensington"
PSYC3011,Term 3 2019,"Main Campus, Kensington"
PSYC3121,Term 3 2019,"Main Campus, Kensington"
PSYC3331,Term 3 2019,"Main Campus, Kensington"
PSYC3361,Term 3 2019,"Main Campus, Kensington"
PSYC3371,Term 3 2019,"Main Campus, Kensington"
PSYC4073,Term 3 2019,"Main Campus, Kensington"
PSYC7000,Term 3 2019,"Main Campus, Kensington"
PSYC7210,Term 3 2019,"Main Campus, Kensington"
PSYC7223,Term 3 2019,"Main Campus, Kensington"
PSYC7224,Term 3 2019,"Main Campus, Kensington"
PSYC7225,Term 3 2019,"Main Campus, Kensington"
PSYC7226,Term 3 2019,"Main Campus, Kensington"
PSYC7227,Term 3 2019,"Main Campus, Kensington"
PSYC7228,Term 3 2019,"Main Campus, Kensington"
PSYC7230,Term 3 2019,"Main Campus, Kensington"
PSYC7402,Term 3 2019,"Main Campus, Kensington"
PSYC7409,Term 3 2019,"Main Campus, Kensington"
PSYC7410,Term 3 2019,"Main Campus, Kensington"
PSYC7411,Term 3 2019,"Main Campus, Kensington"
PSYC7412,Term 3 2019,"Main Campus, Kensington"
PSYC7413,Term 3 2019,"Main Campus, Kensington"
PSYC7414,Term 3 2019,"Main Campus, Kensington"
PSYC7415,Term 3 2019,"Main Campus, Kensington"
PSYC8000,Term 3 2019,"Main Campus, Kensington"
PSYC8001,Term 3 2019,"Main Campus, Kensington"
PTRL2019,Term 1 2019,"Main Campus, Kensington"
PTRL3015,Term 1 2019,"Main Campus, Kensington"
PTRL3025,Term 1 2019,"Main Campus, Kensington"
PTRL3040,Term 1 2019,"Main Campus, Kensington"
PTRL4010,Term 1 2019,"Main Campus, Kensington"
PTRL4012,Term 1 2019,"Main Campus, Kensington"
PTRL4020,Term 1 2019,"Main Campus, Kensington"
PTRL4040,Term 1 2019,"Main Campus, Kensington"
PTRL4041,Term 1 2019,"Main Campus, Kensington"
PTRL4951,Term 1 2019,"Main Campus, Kensington"
PTRL5008,Term 1 2019,"Main Campus, Kensington"
PTRL5009,Term 1 2019,"Main Campus, Kensington"
PTRL5010,Term 1 2019,"Main Campus, Kensington"
PTRL5012,Term 1 2019,"Main Campus, Kensington"
PTRL5019,Term 1 2019,"Main Campus, Kensington"
PTRL6001,Term 1 2019,"Main Campus, Kensington"
PTRL6008,Term 1 2019,"Main Campus, Kensington"
PTRL6009,Term 1 2019,"Main Campus, Kensington"
PTRL6027,Term 1 2019,"Main Campus, Kensington"
PTRL6031,Term 1 2019,"Main Campus, Kensington"
PTRL6032,Term 1 2019,"Main Campus, Kensington"
PTRL6100,Term 1 2019,"Main Campus, Kensington"
PTRL6101,Term 1 2019,"Main Campus, Kensington"
PTRL7011,Term 1 2019,"Main Campus, Kensington"
PTRL7012,Term 1 2019,"Main Campus, Kensington"
PTRL9451,Term 1 2019,"Main Campus, Kensington"
PTRL2020,Term 2 2019,"Main Campus, Kensington"
PTRL2030,Term 2 2019,"Main Campus, Kensington"
PTRL2114,Term 2 2019,"Main Campus, Kensington"
PTRL3001,Term 2 2019,"Main Campus, Kensington"
PTRL3030,Term 2 2019,"Main Campus, Kensington"
PTRL4011,Term 2 2019,"Main Campus, Kensington"
PTRL4017,Term 2 2019,"Main Campus, Kensington"
PTRL4021,Term 2 2019,"Main Campus, Kensington"
PTRL4040,Term 2 2019,"Main Campus, Kensington"
PTRL4041,Term 2 2019,"Main Campus, Kensington"
PTRL4952,Term 2 2019,"Main Campus, Kensington"
PTRL5006,Term 2 2019,"Main Campus, Kensington"
PTRL5007,Term 2 2019,"Main Campus, Kensington"
PTRL5011,Term 2 2019,"Main Campus, Kensington"
PTRL5014,Term 2 2019,"Main Campus, Kensington"
PTRL5016,Term 2 2019,"Main Campus, Kensington"
PTRL5021,Term 2 2019,"Main Campus, Kensington"
PTRL5022,Term 2 2019,"Main Campus, Kensington"
PTRL5107,Term 2 2019,"Main Campus, Kensington"
PTRL6006,Term 2 2019,"Main Campus, Kensington"
PTRL6007,Term 2 2019,"Main Campus, Kensington"
PTRL6016,Term 2 2019,"Main Campus, Kensington"
PTRL6021,Term 2 2019,"Main Campus, Kensington"
PTRL6025,Term 2 2019,"Main Campus, Kensington"
PTRL6029,Term 2 2019,"Main Campus, Kensington"
PTRL6100,Term 2 2019,"Main Campus, Kensington"
PTRL6101,Term 2 2019,"Main Campus, Kensington"
PTRL6107,Term 2 2019,"Main Campus, Kensington"
PTRL7011,Term 2 2019,"Main Campus, Kensington"
PTRL7012,Term 2 2019,"Main Campus, Kensington"
PTRL9452,Term 2 2019,"Main Campus, Kensington"
PTRL2010,Term 3 2019,"Main Campus, Kensington"
PTRL2019,Term 3 2019,"Main Campus, Kensington"
PTRL3022,Term 3 2019,"Main Campus, Kensington"
PTRL3040,Term 3 2019,"Main Campus, Kensington"
PTRL3050,Term 3 2019,"Main Campus, Kensington"
PTRL4024,Term 3 2019,"Main Campus, Kensington"
PTRL4040,Term 3 2019,"Main Campus, Kensington"
PTRL4041,Term 3 2019,"Main Campus, Kensington"
PTRL4953,Term 3 2019,"Main Campus, Kensington"
PTRL5003,Term 3 2019,"Main Campus, Kensington"
PTRL5004,Term 3 2019,"Main Campus, Kensington"
PTRL5005,Term 3 2019,"Main Campus, Kensington"
PTRL5019,Term 3 2019,"Main Campus, Kensington"
PTRL5024,Term 3 2019,"Main Campus, Kensington"
PTRL5102,Term 3 2019,"Main Campus, Kensington"
PTRL5119,Term 3 2019,"Main Campus, Kensington"
PTRL6001,Term 3 2019,"Main Campus, Kensington"
PTRL6003,Term 3 2019,"Main Campus, Kensington"
PTRL6004,Term 3 2019,"Main Campus, Kensington"
PTRL6007,Term 3 2019,"Main Campus, Kensington"
PTRL6012,Term 3 2019,"Main Campus, Kensington"
PTRL6028,Term 3 2019,"Main Campus, Kensington"
PTRL6100,Term 3 2019,"Main Campus, Kensington"
PTRL6101,Term 3 2019,"Main Campus, Kensington"
PTRL7011,Term 3 2019,"Main Campus, Kensington"
PTRL7012,Term 3 2019,"Main Campus, Kensington"
PTRL9453,Term 3 2019,"Main Campus, Kensington"
REGZ9040,Summer Term 2019,"Main Campus, Kensington"
REGZ9998,Summer Term 2019,"Main Campus, Kensington"
REGZ9000,Term 1 2019,"Main Campus, Kensington"
REGZ9024,Term 1 2019,"Main Campus, Kensington"
REGZ9070,Term 1 2019,"Main Campus, Kensington"
REGZ9075,Term 1 2019,"Main Campus, Kensington"
REGZ9077,Term 1 2019,"Main Campus, Kensington"
REGZ9998,Term 1 2019,"Main Campus, Kensington"
REGZ9000,Term 2 2019,"Main Campus, Kensington"
REGZ9024,Term 2 2019,"Main Campus, Kensington"
REGZ9072,Term 2 2019,"Main Campus, Kensington"
REGZ9076,Term 2 2019,"Main Campus, Kensington"
REGZ9078,Term 2 2019,"Main Campus, Kensington"
REGZ9024,Term 3 2019,"Main Campus, Kensington"
REGZ9073,Term 3 2019,"Main Campus, Kensington"
REGZ9255,Term 3 2019,"Main Campus, Kensington"
REST0001,Term 1 2019,"Main Campus, Kensington"
REST0004,Term 1 2019,"Main Campus, Kensington"
REST0018,Term 1 2019,"Main Campus, Kensington"
REST0005,Term 2 2019,"Main Campus, Kensington"
REST0006,Term 2 2019,"Main Campus, Kensington"
REST0007,Term 2 2019,"Main Campus, Kensington"
REST0022,Term 2 2019,"Main Campus, Kensington"
REST0010,Term 3 2019,"Main Campus, Kensington"
REST0018,Term 3 2019,"Main Campus, Kensington"
REST0019,Term 3 2019,"Main Campus, Kensington"
RISK2001,Term 1 2019,"Main Campus, Kensington"
RISK5001,Term 1 2019,"Main Campus, Kensington"
RISK3002,Term 2 2019,"Main Campus, Kensington"
RISK5002,Term 2 2019,"Main Campus, Kensington"
RISK3003,Term 3 2019,"Main Campus, Kensington"
RISK3009,Term 3 2019,"Main Campus, Kensington"
RISK5003,Term 3 2019,"Main Campus, Kensington"
RISK5009,Term 3 2019,"Main Campus, Kensington"
SCIF1004,Summer Term 2019,"Main Campus, Kensington"
SCIF2041,Summer Term 2019,"Main Campus, Kensington"
SCIF2199,Summer Term 2019,"Main Campus, Kensington"
SCIF3041,Summer Term 2019,"Main Campus, Kensington"
SCIF3900,Summer Term 2019,"Main Campus, Kensington"
SCIF1111,Term 1 2019,"Main Campus, Kensington"
SCIF1131,Term 1 2019,"Main Campus, Kensington"
SCIF2041,Term 1 2019,"Main Campus, Kensington"
SCIF2199,Term 1 2019,"Main Campus, Kensington"
SCIF3041,Term 1 2019,"Main Campus, Kensington"
SCIF1004,Term 2 2019,"Main Campus, Kensington"
SCIF2041,Term 2 2019,"Main Campus, Kensington"
SCIF2199,Term 2 2019,"Main Campus, Kensington"
SCIF3041,Term 2 2019,"Main Campus, Kensington"
SCIF1131,Term 3 2019,"Main Campus, Kensington"
SCIF2041,Term 3 2019,"Main Campus, Kensington"
SCIF2199,Term 3 2019,"Main Campus, Kensington"
SCIF3041,Term 3 2019,"Main Campus, Kensington"
SENG4904,Summer Term 2019,"Main Campus, Kensington"
SENG4911,Summer Term 2019,"Main Campus, Kensington"
SENG2021,Term 1 2019,"Main Campus, Kensington"
SENG3011,Term 1 2019,"Main Campus, Kensington"
SENG4910,Term 1 2019,"Main Campus, Kensington"
SENG4911,Term 1 2019,"Main Campus, Kensington"
SENG4910,Term 2 2019,"Main Campus, Kensington"
SENG4911,Term 2 2019,"Main Campus, Kensington"
SENG2011,Term 3 2019,"Main Campus, Kensington"
SENG4910,Term 3 2019,"Main Campus, Kensington"
SENG4911,Term 3 2019,"Main Campus, Kensington"
SENG4920,Term 3 2019,"Main Campus, Kensington"
SLSP8301,Term 1 2019,"Main Campus, Kensington"
SLSP8302,Term 1 2019,"Main Campus, Kensington"
SLSP8301,Term 2 2019,"Main Campus, Kensington"
SLSP8302,Term 2 2019,"Main Campus, Kensington"
SLSP8301,Term 3 2019,"Main Campus, Kensington"
SLSP8302,Term 3 2019,"Main Campus, Kensington"
SOCA8302,Term 1 2019,"Main Campus, Kensington"
SOCA8302,Term 2 2019,"Main Campus, Kensington"
SOCA8302,Term 3 2019,"Main Campus, Kensington"
SOCF5108,Term 1 2019,"Main Campus, Kensington"
SOCF5110,Term 1 2019,"Main Campus, Kensington"
SOCF5109,Term 2 2019,"Main Campus, Kensington"
SOCF5110,Term 2 2019,"Main Campus, Kensington"
SOCF5102,Term 3 2019,"Main Campus, Kensington"
SOCF5110,Term 3 2019,"Main Campus, Kensington"
SOCW4015,Summer Term 2019,"Main Campus, Kensington"
SOCW1001,Term 1 2019,"Main Campus, Kensington"
SOCW2003,Term 1 2019,"Main Campus, Kensington"
SOCW2008,Term 1 2019,"Main Campus, Kensington"
SOCW2100,Term 1 2019,"Main Campus, Kensington"
SOCW3009,Term 1 2019,"Main Campus, Kensington"
SOCW3012,Term 1 2019,"Main Campus, Kensington"
SOCW4003,Term 1 2019,"Main Campus, Kensington"
SOCW4011,Term 1 2019,"Main Campus, Kensington"
SOCW4012,Term 1 2019,"Main Campus, Kensington"
SOCW4015,Term 1 2019,"Main Campus, Kensington"
SOCW7855,Term 1 2019,"Main Campus, Kensington"
SOCW7857,Term 1 2019,"Main Campus, Kensington"
SOCW9001,Term 1 2019,"Main Campus, Kensington"
SOCW9501,Term 1 2019,"Main Campus, Kensington"
SOCW3013,Term 2 2019,"Main Campus, Kensington"
SOCW4013,Term 2 2019,"Main Campus, Kensington"
SOCW4017,Term 2 2019,"Main Campus, Kensington"
SOCW7851,Term 2 2019,"Main Campus, Kensington"
SOCW9001,Term 2 2019,"Main Campus, Kensington"
SOCW9501,Term 2 2019,"Main Campus, Kensington"
SOCW1004,Term 3 2019,"Main Campus, Kensington"
SOCW2006,Term 3 2019,"Main Campus, Kensington"
SOCW2009,Term 3 2019,"Main Campus, Kensington"
SOCW3006,Term 3 2019,"Main Campus, Kensington"
SOCW3010,Term 3 2019,"Main Campus, Kensington"
SOCW4015,Term 3 2019,"Main Campus, Kensington"
SOCW4016,Term 3 2019,"Main Campus, Kensington"
SOCW4018,Term 3 2019,"Main Campus, Kensington"
SOCW7852,Term 3 2019,"Main Campus, Kensington"
SOCW7855,Term 3 2019,"Main Campus, Kensington"
SOCW9001,Term 3 2019,"Main Campus, Kensington"
SOCW9501,Term 3 2019,"Main Campus, Kensington"
SOLA2060,Term 1 2019,"Main Campus, Kensington"
SOLA2540,Term 1 2019,"Main Campus, Kensington"
SOLA3507,Term 1 2019,"Main Campus, Kensington"
SOLA4910,Term 1 2019,"Main Campus, Kensington"
SOLA4911,Term 1 2019,"Main Campus, Kensington"
SOLA4951,Term 1 2019,"Main Campus, Kensington"
SOLA5050,Term 1 2019,"Main Campus, Kensington"
SOLA5053,Term 1 2019,"Main Campus, Kensington"
SOLA5057,Term 1 2019,"Main Campus, Kensington"
SOLA9001,Term 1 2019,"Main Campus, Kensington"
SOLA9101,Term 1 2019,"Main Campus, Kensington"
SOLA9451,Term 1 2019,"Main Campus, Kensington"
SOLA9901,Term 1 2019,"Main Campus, Kensington"
SOLA9902,Term 1 2019,"Main Campus, Kensington"
SOLA9913,Term 1 2019,"Main Campus, Kensington"
SOLA9914,Term 1 2019,"Main Campus, Kensington"
SOLA9915,Term 1 2019,"Main Campus, Kensington"
SOLA2051,Term 2 2019,"Main Campus, Kensington"
SOLA3010,Term 2 2019,"Main Campus, Kensington"
SOLA3020,Term 2 2019,"Main Campus, Kensington"
SOLA4012,Term 2 2019,"Main Campus, Kensington"
SOLA4910,Term 2 2019,"Main Campus, Kensington"
SOLA4911,Term 2 2019,"Main Campus, Kensington"
SOLA4951,Term 2 2019,"Main Campus, Kensington"
SOLA4952,Term 2 2019,"Main Campus, Kensington"
SOLA4953,Term 2 2019,"Main Campus, Kensington"
SOLA9102,Term 2 2019,"Main Campus, Kensington"
SOLA9103,Term 2 2019,"Main Campus, Kensington"
SOLA9451,Term 2 2019,"Main Campus, Kensington"
SOLA9452,Term 2 2019,"Main Campus, Kensington"
SOLA9453,Term 2 2019,"Main Campus, Kensington"
SOLA9901,Term 2 2019,"Main Campus, Kensington"
SOLA9902,Term 2 2019,"Main Campus, Kensington"
SOLA9913,Term 2 2019,"Main Campus, Kensington"
SOLA9914,Term 2 2019,"Main Campus, Kensington"
SOLA9915,Term 2 2019,"Main Campus, Kensington"
SOLA1070,Term 3 2019,"Main Campus, Kensington"
SOLA2052,Term 3 2019,"Main Campus, Kensington"
SOLA2540,Term 3 2019,"Main Campus, Kensington"
SOLA4951,Term 3 2019,"Main Campus, Kensington"
SOLA4952,Term 3 2019,"Main Campus, Kensington"
SOLA4953,Term 3 2019,"Main Campus, Kensington"
SOLA5051,Term 3 2019,"Main Campus, Kensington"
SOLA5052,Term 3 2019,"Main Campus, Kensington"
SOLA5056,Term 3 2019,"Main Campus, Kensington"
SOLA9001,Term 3 2019,"Main Campus, Kensington"
SOLA9104,Term 3 2019,"Main Campus, Kensington"
SOLA9120,Term 3 2019,"Main Campus, Kensington"
SOLA9451,Term 3 2019,"Main Campus, Kensington"
SOLA9452,Term 3 2019,"Main Campus, Kensington"
SOLA9453,Term 3 2019,"Main Campus, Kensington"
SOLA9901,Term 3 2019,"Main Campus, Kensington"
SOLA9902,Term 3 2019,"Main Campus, Kensington"
SOMS1501,Summer Term 2019,"Main Campus, Kensington"
SOMS4001,Term 1 2019,"Main Campus, Kensington"
SOMS4884,Term 1 2019,"Main Campus, Kensington"
SOMS4888,Term 1 2019,"Main Campus, Kensington"
SOMS9001,Term 1 2019,"Main Campus, Kensington"
SOMS9003,Term 1 2019,"Main Campus, Kensington"
SOMS9005,Term 1 2019,"Main Campus, Kensington"
SOMS9007,Term 1 2019,"Main Campus, Kensington"
SOMS3001,Term 2 2019,"Main Campus, Kensington"
SOMS4884,Term 2 2019,"Main Campus, Kensington"
SOMS4888,Term 2 2019,"Main Campus, Kensington"
SOMS9001,Term 2 2019,"Main Campus, Kensington"
SOMS9003,Term 2 2019,"Main Campus, Kensington"
SOMS9005,Term 2 2019,"Main Campus, Kensington"
SOMS9007,Term 2 2019,"Main Campus, Kensington"
SOMS3001,Term 3 2019,"Main Campus, Kensington"
SOMS3232,Term 3 2019,"Main Campus, Kensington"
SOMS4884,Term 3 2019,"Main Campus, Kensington"
SOMS4888,Term 3 2019,"Main Campus, Kensington"
SOMS9001,Term 3 2019,"Main Campus, Kensington"
SOMS9003,Term 3 2019,"Main Campus, Kensington"
SOMS9005,Term 3 2019,"Main Campus, Kensington"
SOMS9007,Term 3 2019,"Main Campus, Kensington"
SOSS9000,Term 1 2019,"Main Campus, Kensington"
SOSS9050,Term 1 2019,"Main Campus, Kensington"
SOSS9000,Term 2 2019,"Main Campus, Kensington"
SOSS9050,Term 2 2019,"Main Campus, Kensington"
SOSS9000,Term 3 2019,"Main Campus, Kensington"
SOSS9050,Term 3 2019,"Main Campus, Kensington"
SRAP1000,Term 1 2019,"Main Campus, Kensington"
SRAP2001,Term 1 2019,"Main Campus, Kensington"
SRAP3002,Term 1 2019,"Main Campus, Kensington"
SRAP4051,Term 1 2019,"Main Campus, Kensington"
SRAP4052,Term 1 2019,"Main Campus, Kensington"
